course_id,title,platform,instructor,specialty,skills,level,duration,price,rating,language,certificate,url
918,Become a Back-End Developer - Bootcamp 2024,LinkedIn Learning,LinkedIn,Backend Development,MongoDB|Django|FastAPI|Node.js,Intermediate,22 hours,$39.99/mo,4.5,English,Yes,https://www.linkedin.com/learning/become-a-back-end-developer
919,DevOps Engineering on AWS - Pro Course,Coursera,Amazon Web Services,DevOps,Docker|Ansible|AWS,Advanced,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/devops-engineering-on-aws
920,إعلانات Google بالعربي - 2024 Updated,Udemy Arabia,سامي عزيز,Digital Marketing,Facebook Ads|Content Writing|A/B Testing,Intermediate,10 ساعات,79 جنيه,4.5,Arabic,No,https://www.udemy.com/ar/course/إعلانات-Google-بالعربي
921,Become an AI Engineer - 2024 Edition,LinkedIn Learning,LinkedIn,Artificial Intelligence & ML,OpenCV|PyTorch|Deep Learning,Advanced,20 hours,$39.99/mo,4.5,English,Yes,https://www.linkedin.com/learning/become-an-ai-engineer
922,مسار الجرافيك ديزاين - 2024 Updated,Mahara-Tech,ITI Egypt,Graphic Design,Canva|InDesign|Social Media Design,Beginner,35 ساعة,مجاني,4.8,Arabic,Yes,https://maharatech.gov.eg/course/مسار-الجرافيك-ديزاين
923,DevOps Engineering on AWS - 2024 Updated,Coursera,Amazon Web Services,DevOps,Jenkins|Kubernetes|Git|Monitoring,Beginner,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/devops-engineering-on-aws
924,Cloud Security Fundamentals - Pro Course,edX,Google Cloud,Cybersecurity,Python|Wireshark|Penetration Testing|Network Security|Ethical Hacking,Beginner,3 months,Free,4.8,English,Yes,https://www.edx.org/course/cloud-security-fundamentals
925,Data Analysis and Visualization - 2024 Updated,edX,IBM,Data Science,Tableau|Power BI|R,Intermediate,4 months,Free,4.7,English,Yes,https://www.edx.org/course/data-analysis-and-visualization
926,TensorFlow Developer Certificate - Complete Guide,Coursera,DeepLearning.AI,Artificial Intelligence & ML,Machine Learning|TensorFlow|NLP,Intermediate,4 months,Free,4.7,English,Yes,https://www.coursera.org/learn/tensorflow-developer-certificate
927,Marketing Analytics - Bootcamp 2024,Coursera,University of Virginia,Digital Marketing,Content Writing|Social Media|HubSpot|Google Analytics|SEO,Advanced,4 months,Free,4.5,English,Yes,https://www.coursera.org/learn/marketing-analytics
928,تصميم الهوية البصرية - Bootcamp 2024,Udemy Arabia,سلمى محمود,Graphic Design,Social Media Design|Color Theory|Typography,Intermediate,10 ساعات,99 جنيه,4.7,Arabic,No,https://www.udemy.com/ar/course/تصميم-الهوية-البصرية
929,Apache Spark with Scala - Bootcamp 2024,Udemy,Frank Kane,Data Science,Python|Statistics|Data Analysis|Pandas,Advanced,14 hours,$14.99,4.3,English,Yes,https://www.udemy.com/course/apache-spark-with-scala/
930,Serverless Architecture on AWS - 2024 Updated,Udemy,Stephane Maarek,Cloud Computing,Cloud Security|CI/CD|Terraform|Serverless|AWS,Beginner,6 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/serverless-architecture-on-aws/
931,TensorFlow Developer Certificate - Pro Course,Coursera,DeepLearning.AI,Artificial Intelligence & ML,Machine Learning|TensorFlow|NLP,Intermediate,4 months,Free,4.8,English,Yes,https://www.coursera.org/learn/tensorflow-developer-certificate
932,Serverless Architecture on AWS - Masterclass,Udemy,Stephane Maarek,Cloud Computing,Linux|AWS|Azure|Google Cloud|Serverless,Advanced,6 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/serverless-architecture-on-aws/
933,Continuous Integration and Delivery - 2024 Edition,edX,University of Davis,DevOps,Monitoring|Terraform|Git,Beginner,4 weeks,Free,4.5,English,Yes,https://www.edx.org/course/continuous-integration-and-delivery
934,Become a Product Manager - Complete Guide,Udemy,Cole Mercer,Product Management,Market Research|JIRA|Scrum|A/B Testing,Intermediate,12 hours,$14.99,4.6,English,No,https://www.udemy.com/course/become-a-product-manager/
935,PyTorch for Deep Learning Bootcamp - Complete Guide,Udemy,Jose Portilla,Artificial Intelligence & ML,Machine Learning|NLP|Scikit-learn|TensorFlow|Keras,Advanced,22 hours,$14.99,4.6,English,No,https://www.udemy.com/course/pytorch-for-deep-learning-bootcamp/
936,MLOps Specialization - 2024 Edition,Coursera,DeepLearning.AI,Artificial Intelligence & ML,TensorFlow|Keras|Machine Learning|Hugging Face,Intermediate,4 months,Free,4.8,English,Yes,https://www.coursera.org/learn/mlops-specialization
937,Cybersecurity Fundamentals - 2024 Edition,edX,MIT,Cybersecurity,Wireshark|Ethical Hacking|Python|Network Security,Beginner,8 weeks,Free,4.9,English,Yes,https://www.edx.org/course/cybersecurity-fundamentals
938,Advanced CSS and Sass - Masterclass,Udemy,Jonas Schmedtmann,Frontend Development,Redux|CSS|Angular|TypeScript|HTML,Beginner,28 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/advanced-css-and-sass/
939,Graphic Design Masterclass - 2024 Updated,Udemy,Lindsay Marsh,Graphic Design,After Effects|InDesign|Branding|Adobe Illustrator,Advanced,22 hours,$14.99,4.6,English,No,https://www.udemy.com/course/graphic-design-masterclass/
940,BLoC Pattern بالعربي - Pro Course,Udemy Arabia,عمر محمد,Flutter Development,BLoC|Dart|Provider,Intermediate,12 ساعة,79 جنيه,4.7,Arabic,No,https://www.udemy.com/ar/course/BLoC-Pattern-بالعربي
941,Python for Data Science Bootcamp - Complete Guide,Udemy,Jose Portilla,Data Science,Tableau|NumPy|Data Analysis|Power BI,Beginner,25 hours,$14.99,4.7,English,No,https://www.udemy.com/course/python-for-data-science-bootcamp/
942,Deep Learning Specialization - Pro Course,Coursera,Andrew Ng / DeepLearning.AI,Artificial Intelligence & ML,OpenCV|Python|Scikit-learn,Beginner,5 months,Free,4.9,English,Yes,https://www.coursera.org/learn/deep-learning-specialization
943,Data Science MicroMasters - Bootcamp 2024,edX,UC San Diego,Data Science,Data Analysis|R|Power BI|Tableau,Beginner,6 months,Free,4.7,English,Yes,https://www.edx.org/course/data-science-micromasters
944,Django بالعربي - 2024 Updated,Udemy Arabia,أحمد سامي,Backend Development,Express.js|Django|PostgreSQL,Intermediate,18 ساعة,99 جنيه,4.7,Arabic,No,https://www.udemy.com/ar/course/Django-بالعربي
945,REST API Design and Development - 2024 Edition,Udemy,Rajeev Sakhuja,Web Development,WordPress|REST API|Bootstrap,Intermediate,12 hours,$14.99,4.5,English,No,https://www.udemy.com/course/rest-api-design-and-development/
946,Android App Development with Kotlin - Masterclass,Udemy,Tim Buchalka,Mobile Development,Android SDK|REST API|SQLite,Advanced,82 hours,$14.99,4.3,English,Yes,https://www.udemy.com/course/android-app-development-with-kotlin/
947,AI Engineering Professional Certificate - Complete Guide,edX,IBM,Artificial Intelligence & ML,Scikit-learn|Keras|Machine Learning|NLP|Deep Learning,Intermediate,4 months,Free,4.7,English,Yes,https://www.edx.org/course/ai-engineering-professional-certificate
948,Google Digital Marketing Certificate - 2024 Updated,Coursera,Google,Digital Marketing,Google Ads|SEO|A/B Testing|Facebook Ads,Advanced,6 months,Free,4.7,English,Yes,https://www.coursera.org/learn/google-digital-marketing-certificate
949,Become a Data Analyst - 2024 Edition,LinkedIn Learning,LinkedIn,Data Science,Tableau|Pandas|Data Analysis,Advanced,15 hours,$39.99/mo,4.5,English,Yes,https://www.linkedin.com/learning/become-a-data-analyst
950,Product Analytics - 2024 Updated,Udemy,Mixpanel,Product Management,Data Analysis|Scrum|A/B Testing|SQL,Beginner,4 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/product-analytics/
951,Flutter & Dart: Zero to Mastery - Masterclass,Udemy,Andrei Neagoie,Flutter Development,BLoC|SQLite|REST API|Dart|Firebase,Intermediate,30 hours,$14.99,4.6,English,No,https://www.udemy.com/course/flutter-and-dart-zero-to-mastery/
952,Apache Spark with Scala - Complete Guide,Udemy,Frank Kane,Data Science,NumPy|Statistics|SQL|Tableau|Pandas,Intermediate,14 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/apache-spark-with-scala/
953,Firebase for Mobile Apps - 2024 Updated,Udemy,Daniel Gallego,Mobile Development,SQLite|Kotlin|Firebase|Java|React Native,Advanced,10 hours,$12.99,4.5,English,Yes,https://www.udemy.com/course/firebase-for-mobile-apps/
954,Swift iOS Developer Specialization - 2024 Edition,Coursera,LearnQuest,Mobile Development,Swift|Firebase|Kotlin|React Native|SQLite,Advanced,4 months,Free,4.4,English,Yes,https://www.coursera.org/learn/swift-ios-developer-specialization
955,Cloud Computing Fundamentals - 2024 Updated,LinkedIn Learning,LinkedIn,Cloud Computing,Serverless|CI/CD|AWS|Linux|Terraform,Advanced,8 hours,$39.99/mo,4.3,English,Yes,https://www.linkedin.com/learning/cloud-computing-fundamentals
956,مسار الأمن السيبراني - Complete Guide,Mahara-Tech,ITI Egypt,Cybersecurity,Python|Linux|Penetration Testing,Intermediate,40 ساعة,مجاني,4.8,Arabic,Yes,https://maharatech.gov.eg/course/مسار-الأمن-السيبراني
957,Cloud Computing Fundamentals - 2024 Edition,LinkedIn Learning,LinkedIn,Cloud Computing,Docker|Linux|CI/CD|Terraform|Google Cloud,Intermediate,8 hours,$39.99/mo,4.5,English,No,https://www.linkedin.com/learning/cloud-computing-fundamentals
958,Flutter Firebase & DDD Course - Masterclass,Udemy,Reso Coder,Flutter Development,Flutter|UI Design|Git|Dart|Provider,Beginner,14 hours,$14.99,4.6,English,No,https://www.udemy.com/course/flutter-firebase-and-ddd-course/
959,Canva for Beginners - Masterclass,Udemy,Lindsay Marsh,Graphic Design,Canva|Adobe Photoshop|Typography,Beginner,6 hours,$12.99,4.5,English,No,https://www.udemy.com/course/canva-for-beginners/
960,Flutter Firebase & DDD Course - Pro Course,Udemy,Reso Coder,Flutter Development,Flutter|UI Design|Git|Dart|Provider,Beginner,14 hours,$14.99,4.7,English,No,https://www.udemy.com/course/flutter-firebase-and-ddd-course/
961,FastAPI - Masterclass,Udemy,Eric Roby,Backend Development,PostgreSQL|Node.js|FastAPI|Docker|GraphQL,Beginner,10 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/fastapi---the-complete-course/
962,Business Model Innovation - Masterclass,Coursera,HEC Paris,Product Management,JIRA|Scrum|Product Roadmap|SQL|Stakeholder Management,Advanced,6 weeks,Free,4.6,English,Yes,https://www.coursera.org/learn/business-model-innovation
963,Machine Learning Specialization - Pro Course,Coursera,Andrew Ng / Stanford,Artificial Intelligence & ML,TensorFlow|OpenCV|Hugging Face,Intermediate,3 months,Free,4.9,English,Yes,https://www.coursera.org/learn/machine-learning-specialization
964,Data Science Specialization - Pro Course,Coursera,Johns Hopkins,Data Science,SQL|Tableau|Python|Pandas,Intermediate,11 months,Free,4.5,English,Yes,https://www.coursera.org/learn/data-science-specialization
965,Kubernetes: From Zero to Hero - 2024 Edition,Udemy,TechWorld with Nana,DevOps,Jenkins|Ansible|Git|Terraform,Advanced,15 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/kubernetes-from-zero-to-hero/
966,Flutter Testing and Debugging - 2024 Updated,Udemy,Reso Coder,Flutter Development,BLoC|Firebase|Dart|UI Design|Provider,Intermediate,6 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/flutter-testing-and-debugging/
967,REST API Design and Development - 2024 Edition,Udemy,Rajeev Sakhuja,Web Development,PHP|Node.js|Bootstrap|CSS,Beginner,12 hours,$14.99,4.5,English,No,https://www.udemy.com/course/rest-api-design-and-development/
968,Google Cybersecurity Certificate - Complete Guide,Coursera,Google,Cybersecurity,Penetration Testing|Firewalls|Python|Ethical Hacking|Metasploit,Advanced,6 months,Free,4.7,English,Yes,https://www.coursera.org/learn/google-cybersecurity-certificate
969,Cybersecurity Fundamentals - Complete Guide,edX,MIT,Cybersecurity,Penetration Testing|Network Security|Metasploit|Ethical Hacking|Python,Intermediate,8 weeks,Free,4.9,English,Yes,https://www.edx.org/course/cybersecurity-fundamentals
970,User Experience Fundamentals - Bootcamp 2024,edX,Microsoft,UI/UX Design,InVision|Sketch|Design Systems,Advanced,4 weeks,Free,4.5,English,Yes,https://www.edx.org/course/user-experience-fundamentals
971,DevOps Foundations - 2024 Updated,LinkedIn Learning,LinkedIn,DevOps,Kubernetes|Terraform|AWS|Docker|Jenkins,Beginner,5 hours,$39.99/mo,4.5,English,Yes,https://www.linkedin.com/learning/devops-foundations
972,Growth Product Management - Masterclass,Udemy,Exponent,Product Management,Stakeholder Management|User Stories|A/B Testing,Intermediate,6 hours,$14.99,4.6,English,No,https://www.udemy.com/course/growth-product-management/
973,Mobile UI/UX Design in Figma - Bootcamp 2024,Udemy,Pham Huy Chien,UI/UX Design,User Research|Adobe XD|Sketch|Wireframing|Prototyping,Intermediate,6 hours,$12.99,4.7,English,Yes,https://www.udemy.com/course/mobile-ui/ux-design-in-figma/
974,Building Beautiful UIs with Flutter - 2024 Edition,Coursera,Google,Flutter Development,BLoC|SQLite|Git,Intermediate,4 weeks,Free,4.9,English,Yes,https://www.coursera.org/learn/building-beautiful-uis-with-flutter
975,Statistics for Data Science - 2024 Edition,edX,MIT,Data Science,Statistics|SQL|NumPy|Pandas,Beginner,18 weeks,Free,4.8,English,Yes,https://www.edx.org/course/statistics-for-data-science
976,React - Complete Guide,Udemy,Maximilian Schwarzmuller,Frontend Development,TypeScript|CSS|HTML,Intermediate,68 hours,$14.99,4.8,English,No,https://www.udemy.com/course/react---the-complete-guide-2024/
977,Web Development MicroMasters - Pro Course,edX,W3C,Web Development,MySQL|HTML|Node.js|WordPress|JavaScript,Beginner,5 months,Free,4.7,English,Yes,https://www.edx.org/course/web-development-micromasters
978,Cybersecurity Fundamentals - Complete Guide,edX,MIT,Cybersecurity,Wireshark|Ethical Hacking|Python|Network Security,Beginner,8 weeks,Free,4.8,English,Yes,https://www.edx.org/course/cybersecurity-fundamentals
979,Cybersecurity Fundamentals - 2024 Updated,edX,MIT,Cybersecurity,Wireshark|Ethical Hacking|Python|Network Security,Beginner,8 weeks,Free,4.8,English,Yes,https://www.edx.org/course/cybersecurity-fundamentals
980,Next.js & React - Bootcamp 2024,Udemy,Maximilian Schwarzmuller,Frontend Development,HTML|Redux|Next.js,Beginner,25 hours,$14.99,4.9,English,Yes,https://www.udemy.com/course/next.js-and-react---the-complete-guide/
981,React Native: The Practical Guide - 2024 Edition,Udemy,Maximilian Schwarzmuller,Mobile Development,Java|REST API|React Native,Advanced,28 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/react-native-the-practical-guide/
982,Become a DevOps Engineer - Masterclass,LinkedIn Learning,LinkedIn,DevOps,Docker|Ansible|CI/CD|Kubernetes,Intermediate,20 hours,$39.99/mo,4.7,English,No,https://www.linkedin.com/learning/become-a-devops-engineer
983,Python for Data Science Bootcamp - 2024 Edition,Udemy,Jose Portilla,Data Science,Pandas|Excel|NumPy,Intermediate,25 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/python-for-data-science-bootcamp/
984,Hugging Face Transformers Course - Complete Guide,Udemy,Daniel Bourke,Artificial Intelligence & ML,Machine Learning|Hugging Face|Deep Learning|OpenCV,Intermediate,18 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/hugging-face-transformers-course/
985,Vue.js بالعربي - Masterclass,Udemy Arabia,خالد الشرقاوي,Frontend Development,JavaScript|Next.js|HTML,Intermediate,15 ساعة,79 جنيه,4.6,Arabic,No,https://www.udemy.com/ar/course/Vue.js-بالعربي
986,JIRA: Project Management Pro - Bootcamp 2024,Udemy,Daragh Walsh,Product Management,Market Research|Data Analysis|Agile|Scrum|SQL,Beginner,5 hours,$12.99,4.5,English,No,https://www.udemy.com/course/jira-project-management-pro/
987,مسار الذكاء الاصطناعي - 2024 Edition,Sprints,Sprints Egypt,Artificial Intelligence & ML,Deep Learning|Hugging Face|Scikit-learn,Intermediate,3 أشهر,مدفوع,4.7,Arabic,Yes,https://sprints.ai/مسار-الذكاء-الاصطناعي
988,Copywriting for Beginners - 2024 Edition,Udemy,Chris Orzechowski,Digital Marketing,Copywriting|Email Marketing|SEO|A/B Testing|Social Media,Advanced,8 hours,$12.99,4.5,English,No,https://www.udemy.com/course/copywriting-for-beginners/
989,Flutter Animation Masterclass - Masterclass,Udemy,Marcus Ng,Flutter Development,Git|SQLite|Flutter|Provider,Intermediate,7 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/flutter-animation-masterclass/
990,GraphQL with React - Pro Course,Udemy,Stephen Grider,Backend Development,Django|Node.js|FastAPI|MongoDB|Docker,Intermediate,13 hours,$14.99,4.6,English,No,https://www.udemy.com/course/graphql-with-react/
991,Flutter Animation Masterclass - Bootcamp 2024,Udemy,Marcus Ng,Flutter Development,Provider|GetX|Firebase|REST API,Beginner,7 hours,$12.99,4.6,English,Yes,https://www.udemy.com/course/flutter-animation-masterclass/
992,Adobe InDesign CC Complete Guide - 2024 Edition,Udemy,Daniel Walter Scott,Graphic Design,Video Editing|Typography|Social Media Design|Adobe Illustrator,Advanced,12 hours,$14.99,4.7,English,No,https://www.udemy.com/course/adobe-indesign-cc-complete-guide/
993,Statistics for Data Science - 2024 Updated,edX,MIT,Data Science,SQL|Pandas|R|NumPy,Intermediate,18 weeks,Free,4.7,English,Yes,https://www.edx.org/course/statistics-for-data-science
994,دبلومة تطوير الويب - Pro Course,AMIT,AMIT Egypt,Web Development,MySQL|HTML|REST API,Intermediate,4 أشهر,مدفوع,4.8,Arabic,Yes,https://amitlean.com/دبلومة-تطوير-الويب
995,Terraform for Beginners - 2024 Edition,Udemy,Nana Janashia,DevOps,CI/CD|Docker|Ansible|AWS|Terraform,Beginner,8 hours,$14.99,4.8,English,No,https://www.udemy.com/course/terraform-for-beginners/
996,Adobe After Effects: Motion Graphics - Complete Guide,Udemy,Daniel Walter Scott,Graphic Design,Typography|Adobe Illustrator|Branding|InDesign,Intermediate,18 hours,$14.99,4.6,English,No,https://www.udemy.com/course/adobe-after-effects-motion-graphics/
997,Market Research & Consumer Behavior - 2024 Updated,Coursera,IE Business School,Product Management,Market Research|Scrum|User Stories,Advanced,4 weeks,Free,4.6,English,Yes,https://www.coursera.org/learn/market-research-and-consumer-behavior
998,JIRA: Project Management Pro - Pro Course,Udemy,Daragh Walsh,Product Management,Market Research|Data Analysis|Agile|Scrum|SQL,Beginner,5 hours,$12.99,4.6,English,No,https://www.udemy.com/course/jira-project-management-pro/
999,Natural Language Processing Specialization - 2024 Updated,Coursera,DeepLearning.AI,Artificial Intelligence & ML,TensorFlow|Machine Learning|Keras,Beginner,4 months,Free,4.7,English,Yes,https://www.coursera.org/learn/natural-language-processing-specialization
1000,دبلومة Backend - 2024 Edition,AMIT,AMIT Egypt,Backend Development,FastAPI|Docker|MongoDB,Beginner,4 أشهر,مدفوع,4.7,Arabic,Yes,https://amitlean.com/دبلومة-Backend
1001,Brand Identity Design - 2024 Updated,Udemy,Lindsay Marsh,Graphic Design,Canva|After Effects|Typography,Intermediate,9 hours,$14.99,4.7,English,Yes,https://www.udemy.com/course/brand-identity-design/
1002,PHP & MySQL: Server-side Development - Masterclass,Udemy,Dave Gray,Web Development,CSS|REST API|Node.js,Advanced,22 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/php-and-mysql-server-side-development/
1003,إدارة المنتجات بالعربي - 2024 Edition,Udemy Arabia,رامي حسين,Product Management,Stakeholder Management|Product Roadmap|Scrum,Intermediate,12 ساعة,99 جنيه,4.6,Arabic,No,https://www.udemy.com/ar/course/إدارة-المنتجات-بالعربي
1004,Django for Everybody Specialization - Bootcamp 2024,Coursera,University of Michigan,Web Development,MySQL|Node.js|REST API,Intermediate,4 months,Free,4.8,English,Yes,https://www.coursera.org/learn/django-for-everybody-specialization
1005,Tableau A-Z: Hands-On Training - Pro Course,Udemy,Kirill Eremenko,Data Science,Pandas|Power BI|Excel|Data Analysis|NumPy,Intermediate,9 hours,$14.99,4.5,English,No,https://www.udemy.com/course/tableau-a-z-hands-on-training/
1006,مسار الجرافيك ديزاين - Complete Guide,Mahara-Tech,ITI Egypt,Graphic Design,Canva|InDesign|Social Media Design,Beginner,35 ساعة,مجاني,4.7,Arabic,Yes,https://maharatech.gov.eg/course/مسار-الجرافيك-ديزاين
1007,Facebook Ads & Instagram Ads - 2024 Edition,Udemy,Isaac Rudansky,Digital Marketing,Google Analytics|Social Media|Copywriting,Beginner,10 hours,$14.99,4.6,English,No,https://www.udemy.com/course/facebook-ads-and-instagram-ads/
1008,Become a Back-End Developer - 2024 Edition,LinkedIn Learning,LinkedIn,Backend Development,FastAPI|Django|REST API|Redis,Advanced,22 hours,$39.99/mo,4.5,English,Yes,https://www.linkedin.com/learning/become-a-back-end-developer
1009,IBM Cybersecurity Analyst Certificate - Masterclass,Coursera,IBM,Cybersecurity,Wireshark|Penetration Testing|Python|Metasploit|Ethical Hacking,Intermediate,8 months,Free,4.5,English,Yes,https://www.coursera.org/learn/ibm-cybersecurity-analyst-certificate
1010,مسار Flutter - Complete Guide,Sprints,Sprints Egypt,Flutter Development,SQLite|Git|UI Design,Beginner,3 أشهر,مدفوع,4.9,Arabic,Yes,https://sprints.ai/مسار-Flutter
1011,Redis for Beginners - 2024 Updated,Udemy,Jack Pethigal,Backend Development,Docker|FastAPI|MongoDB|GraphQL,Beginner,5 hours,$12.99,4.6,English,No,https://www.udemy.com/course/redis-for-beginners/
1012,Data Science MicroMasters - Bootcamp 2024,edX,UC San Diego,Data Science,Data Analysis|R|Power BI|Tableau,Beginner,6 months,Free,4.7,English,Yes,https://www.edx.org/course/data-science-micromasters
1013,Google Ads for Beginners - Masterclass,Udemy,Isaac Rudansky,Digital Marketing,Facebook Ads|HubSpot|A/B Testing|Copywriting|Content Writing,Intermediate,12 hours,$14.99,4.7,English,No,https://www.udemy.com/course/google-ads-for-beginners/
1014,Flutter و Dart بالعربي - Complete Guide,Udemy Arabia,أحمد شوقي,Flutter Development,Firebase|Flutter|GetX,Intermediate,25 ساعة,99 جنيه,4.7,Arabic,No,https://www.udemy.com/ar/course/Flutter-و-Dart-بالعربي
1015,مسار Mobile Development - Masterclass,Mahara-Tech,ITI Egypt,Mobile Development,Android SDK|Firebase|iOS SDK,Beginner,40 ساعة,مجاني,4.8,Arabic,Yes,https://maharatech.gov.eg/course/مسار-Mobile-Development
1016,Data Analysis and Visualization - 2024 Updated,edX,IBM,Data Science,Python|Power BI|NumPy|Statistics,Advanced,4 months,Free,4.5,English,Yes,https://www.edx.org/course/data-analysis-and-visualization
1017,Django بالعربي - 2024 Updated,Udemy Arabia,أحمد سامي,Backend Development,Express.js|Django|PostgreSQL,Intermediate,18 ساعة,99 جنيه,4.8,Arabic,No,https://www.udemy.com/ar/course/Django-بالعربي
1018,The Complete Web Development Bootcamp - 2024 Updated,Udemy,Angela Yu,Web Development,MySQL|CSS|PHP|HTML|Node.js,Beginner,65 hours,$14.99,4.7,English,No,https://www.udemy.com/course/the-complete-web-development-bootcamp/
1019,PostgreSQL Complete Developer Guide - Bootcamp 2024,Udemy,Stephen Grider,Backend Development,GraphQL|Django|MongoDB|Node.js|PostgreSQL,Advanced,22 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/postgresql-complete-developer-guide/
1020,دبلومة الذكاء الاصطناعي - 2024 Updated,ITI,ITI Egypt,Artificial Intelligence & ML,TensorFlow|Scikit-learn|PyTorch,Intermediate,4 أشهر,مدفوع,4.9,Arabic,Yes,https://www.iti.gov.eg/دبلومة-الذكاء-الاصطناعي
1021,Logo Design Masterclass - 2024 Updated,Udemy,Lindsay Marsh,Graphic Design,Canva|After Effects|InDesign,Beginner,10 hours,$14.99,4.6,English,No,https://www.udemy.com/course/logo-design-masterclass/
1022,Graphic Design Specialization - Complete Guide,Coursera,California Institute of Arts,Graphic Design,Typography|After Effects|Adobe Illustrator|Adobe Photoshop|Canva,Advanced,5 months,Free,4.6,English,Yes,https://www.coursera.org/learn/graphic-design-specialization
1023,دبلومة تطوير الويب - Pro Course,AMIT,AMIT Egypt,Web Development,MySQL|HTML|REST API,Intermediate,4 أشهر,مدفوع,4.7,Arabic,Yes,https://amitlean.com/دبلومة-تطوير-الويب
1024,Data Science MicroMasters - 2024 Edition,edX,UC San Diego,Data Science,Python|Pandas|NumPy,Intermediate,6 months,Free,4.6,English,Yes,https://www.edx.org/course/data-science-micromasters
1025,Web Application Penetration Testing - 2024 Edition,Udemy,Zaid Sabih,Cybersecurity,Kali Linux|Python|SIEM|Linux,Beginner,11 hours,$14.99,4.7,English,No,https://www.udemy.com/course/web-application-penetration-testing/
1026,Cross-Platform Mobile Development - 2024 Edition,edX,Microsoft,Mobile Development,SQLite|Git|Firebase|Kotlin,Beginner,4 months,Free,4.5,English,Yes,https://www.edx.org/course/cross-platform-mobile-development
1027,Data Analysis and Visualization - 2024 Updated,edX,IBM,Data Science,Python|Power BI|NumPy|Statistics,Advanced,4 months,Free,4.6,English,Yes,https://www.edx.org/course/data-analysis-and-visualization
1028,Mobile App Development with Ionic - 2024 Edition,Coursera,Google,Mobile Development,React Native|Firebase|Android SDK|Swift|Kotlin,Intermediate,4 months,Free,4.7,English,Yes,https://www.coursera.org/learn/mobile-app-development-with-ionic
1029,Linux Administration Bootcamp - Complete Guide,Udemy,Jason Cannon,DevOps,Kubernetes|Terraform|Linux|Jenkins|Monitoring,Intermediate,12 hours,$14.99,4.5,English,Yes,https://www.udemy.com/course/linux-administration-bootcamp/
1030,Vue - 2024 Updated,Udemy,Maximilian Schwarzmuller,Frontend Development,Tailwind CSS|React|HTML|Next.js,Advanced,32 hours,$14.99,4.6,English,Yes,https://www.udemy.com/course/vue---the-complete-guide-2024/
1031,Linux Administration Bootcamp - Pro Course,Udemy,Jason Cannon,DevOps,Ansible|AWS|Terraform|Kubernetes|CI/CD,Advanced,12 hours,$14.99,4.5,English,No,https://www.udemy.com/course/linux-administration-bootcamp/
1032,مسار Frontend - Bootcamp 2024,Sprints,Sprints Egypt,Frontend Development,Next.js|JavaScript|React,Beginner,3 أشهر,مدفوع,4.8,Arabic,Yes,https://sprints.ai/مسار-Frontend
1033,DevOps Engineering on AWS - 2024 Updated,Coursera,Amazon Web Services,DevOps,Docker|Ansible|AWS,Advanced,4 months,Free,4.5,English,Yes,https://www.coursera.org/learn/devops-engineering-on-aws
1034,Site Reliability Engineering - 2024 Edition,Coursera,Google,DevOps,Monitoring|Jenkins|Ansible,Beginner,3 months,Free,4.7,English,Yes,https://www.coursera.org/learn/site-reliability-engineering-(sre)
1035,Cloud Native Development - 2024 Updated,Coursera,IBM,Cloud Computing,AWS|Cloud Security|Linux,Beginner,4 months,Free,4.6,English,Yes,https://www.coursera.org/learn/cloud-native-development
1036,Adobe Illustrator CC Complete Guide - Complete Guide,Udemy,Daniel Walter Scott,Graphic Design,After Effects|Adobe Photoshop|InDesign,Intermediate,19 hours,$14.99,4.7,English,No,https://www.udemy.com/course/adobe-illustrator-cc-complete-guide/
1037,Node.js بالعربي - Masterclass,Udemy Arabia,محمد حمدي,Backend Development,REST API|Express.js|GraphQL,Intermediate,20 ساعة,99 جنيه,4.6,Arabic,No,https://www.udemy.com/ar/course/Node.js-بالعربي
1038,Excel Skills for Data Analytics - Complete Guide,Coursera,Macquarie University,Data Science,NumPy|Python|SQL|Power BI|Excel,Advanced,3 months,Free,4.6,English,Yes,https://www.coursera.org/learn/excel-skills-for-data-analytics
1039,مسار الذكاء الاصطناعي - Bootcamp 2024,Sprints,Sprints Egypt,Artificial Intelligence & ML,Deep Learning|Hugging Face|Scikit-learn,Intermediate,3 أشهر,مدفوع,4.8,Arabic,Yes,https://sprints.ai/مسار-الذكاء-الاصطناعي
1040,Flutter GetX Complete Course - Complete Guide,Udemy,Fahim Hossain,Flutter Development,UI Design|BLoC|Flutter|Git,Advanced,10 hours,$12.99,4.4,English,No,https://www.udemy.com/course/flutter-getx-complete-course/
